p,n_scc,largest_scc
0.000214, 3081, 6916
0.000215, 3146, 6855
0.000216, 3123, 6878
0.000217, 3008, 6993
0.000218, 3054, 6946
0.000219, 2965, 7036
0.000220, 2946, 7055
0.000221, 2857, 7144
0.000222, 2721, 7280
0.000223, 2694, 7306
0.000224, 2751, 7250
0.000225, 2529, 7472
0.000226, 2743, 7258
0.000227, 2618, 7383
0.000228, 2646, 7355
0.000229, 2583, 7417
0.000230, 2671, 7330
0.000231, 2589, 7412
0.000232, 2427, 7574
0.000233, 2548, 7453
0.000234, 2343, 7658
0.000235, 2500, 7501
0.000236, 2376, 7625
0.000237, 2303, 7698
0.000238, 2345, 7656
0.000239, 2296, 7705
0.000240, 2374, 7627
0.000241, 2347, 7654
0.000242, 2289, 7712
0.000243, 2157, 7844
0.000244, 2232, 7769
0.000245, 2139, 7861
0.000246, 2206, 7795
0.000247, 2022, 7979
0.000248, 2039, 7962
0.000249, 2034, 7967
0.000250, 2102, 7899
0.000251, 2011, 7990
0.000252, 1956, 8045
0.000253, 1896, 8104
0.000254, 2034, 7967
0.000255, 2059, 7942
0.000256, 1892, 8109
0.000257, 2019, 7982
0.000258, 1869, 8132
0.000259, 1818, 8183
0.000260, 1915, 8086
0.000261, 1774, 8227
0.000262, 1768, 8231
0.000263, 1751, 8250
0.000264, 1832, 8166
0.000265, 1703, 8298
0.000266, 1655, 8346
0.000267, 1623, 8378
0.000268, 1613, 8388
0.000269, 1654, 8347
0.000270, 1618, 8383
0.000271, 1609, 8392
0.000272, 1466, 8535
0.000273, 1529, 8472
0.000274, 1488, 8513
0.000275, 1591, 8410
0.000276, 1542, 8459
0.000277, 1535, 8466
0.000278, 1390, 8611
0.000279, 1484, 8517
0.000280, 1449, 8552
0.000281, 1459, 8542
0.000282, 1414, 8587
0.000283, 1419, 8582
0.000284, 1394, 8607
0.000285, 1339, 8662
0.000286, 1253, 8748
0.000287, 1392, 8609
0.000288, 1296, 8705
0.000289, 1310, 8691
0.000290, 1282, 8719
0.000291, 1290, 8711
0.000292, 1253, 8748
0.000293, 1253, 8748
0.000294, 1263, 8738
0.000295, 1252, 8749
0.000296, 1168, 8833
0.000297, 1212, 8789
0.000298, 1118, 8883
0.000299, 1179, 8822
0.000300, 1185, 8816
0.000301, 1076, 8925
0.000302, 1026, 8975
0.000303, 1138, 8863
0.000304, 1183, 8818
0.000305, 1081, 8920
0.000306, 1160, 8841
0.000307, 1104, 8897
0.000308, 1034, 8967
0.000309, 1071, 8930
0.000310, 1005, 8996
0.000311, 1002, 8999
0.000312, 1039, 8962
0.000313, 1005, 8996
0.000314, 958, 9043
0.000315, 1024, 8977
0.000316, 968, 9033
0.000317, 952, 9049
0.000318, 942, 9059
0.000319, 947, 9054
0.000320, 895, 9106
0.000321, 896, 9105
0.000322, 888, 9113
0.000323, 881, 9120
0.000324, 932, 9069
0.000325, 845, 9156
0.000326, 882, 9119
0.000327, 815, 9186
0.000328, 825, 9176
0.000329, 809, 9192
0.000330, 823, 9178
0.000331, 834, 9167
0.000332, 825, 9176
0.000333, 802, 9199
0.000334, 819, 9182
0.000335, 835, 9166
0.000336, 809, 9192
0.000337, 736, 9265
0.000338, 768, 9233
0.000339, 720, 9281
0.000340, 752, 9249
0.000341, 750, 9251
0.000342, 723, 9278
0.000343, 746, 9255
0.000344, 708, 9293
0.000345, 710, 9291
0.000346, 704, 9297
0.000347, 709, 9292
0.000348, 696, 9305
0.000349, 683, 9318
0.000350, 687, 9314
0.000351, 654, 9347
0.000352, 704, 9297
0.000353, 667, 9334
0.000354, 586, 9415
0.000355, 637, 9364
0.000356, 600, 9400
0.000357, 630, 9371
0.000358, 609, 9392
0.000359, 647, 9354
0.000360, 567, 9434
0.000361, 592, 9409
0.000362, 605, 9396
0.000363, 572, 9429
0.000364, 520, 9481
0.000365, 583, 9418
0.000366, 568, 9433
0.000367, 546, 9455
0.000368, 591, 9410
0.000369, 554, 9447
0.000370, 510, 9491
0.000371, 525, 9476
0.000372, 517, 9484
0.000373, 514, 9487
0.000374, 524, 9477
0.000375, 470, 9531
0.000376, 478, 9523
0.000377, 473, 9528
0.000378, 532, 9469
0.000379, 511, 9490
0.000380, 471, 9530
0.000381, 468, 9533
0.000382, 440, 9561
0.000383, 468, 9533
0.000384, 475, 9526
0.000385, 458, 9543
0.000386, 457, 9544
0.000387, 446, 9555
0.000388, 462, 9539
0.000389, 452, 9549
0.000390, 393, 9608
0.000391, 462, 9539
0.000392, 421, 9580
0.000393, 422, 9579
0.000394, 403, 9598
0.000395, 421, 9580
0.000396, 423, 9578
0.000397, 407, 9594
0.000398, 381, 9620
0.000399, 389, 9612
0.000400, 387, 9614
0.000401, 400, 9601
0.000402, 379, 9622
0.000403, 366, 9635
0.000404, 384, 9617
0.00
